City,Colors Reported,Shape Reported,State,Time
Bismarck,,LIGHT,ND,1996-11-24 18:07:00
Bismarck,ORANGE,,ND,1996-11-24 19:30:00
Miami,,LIGHT,FL,1996-11-24 21:00:00
Monterey,,,CA,1996-11-25 20:00:00
Arnolds Park,,TRIANGLE,IA,1996-11-25 22:15:00
Daytona Beach,YELLOW,DISK,FL,1996-11-26 03:20:00
Bloomsburg,ORANGE,TEARDROP,PA,1996-11-26 09:00:00
Poteau,,TRIANGLE,OK,1996-11-26 20:25:00
Graham County,,,NC,1996-11-27 00:00:00
Seattle,GREEN,,WA,1996-11-27 19:30:00
Millington,,CHEVRON,TN,1996-11-27 20:00:00
Bellevue,,,WA,1996-11-28 21:00:00
Wheelersburg,,LIGHT,OH,1996-11-28 22:30:00
Los Angeles,,,CA,1996-11-29 19:05:00
Sedona,,LIGHT,AZ,1996-11-29 21:45:00
Outlook,,LIGHT,WA,1996-11-30 03:00:00
La Joya,RED,DISK,TX,1996-11-30 07:00:00
Salida,,,CO,1996-11-30 17:12:00
Vashon Island,,,WA,1996-11-30 19:15:00
Shreveport,,,LA,1996-11-30 21:00:00
Kirkland,RED BLUE,,WA,1996-11-30 21:15:00
Sedona,,LIGHT,AZ,1996-11-30 22:00:00
Kansas City,RED,,MO,1996-01-12 19:38:00
Seattle,,TRIANGLE,WA,1996-01-12 21:00:00
Columbia,,LIGHT,MO,1996-01-12 22:36:00
Wrightwood Mtn.,RED,LIGHT,CA,1996-01-12 23:30:00
Sumner,BLUE,,IL,1996-02-12 19:00:00
North Bend,GREEN BLUE,,WA,1996-03-12 04:00:00
Brooksville,,,FL,1996-05-12 05:30:00
Seattle,,,WA,1996-05-12 22:00:00
Peebles,,LIGHT,OH,1996-05-12 23:00:00
Fort Worth,,CIGAR,TX,1996-06-12 09:35:00
Jonesburg,,LIGHT,MO,1996-08-12 00:05:00
Highway 15,RED,,NV,1996-09-12 05:00:00
Hastings,,TRIANGLE,MN,1996-09-12 23:15:00
Memphis,,OVAL,TN,1996-10-12 12:00:00
Newtown,,TEARDROP,CT,1996-10-12 18:30:00
Gulf Breeze,,SPHERE,FL,1996-10-12 19:50:00
Pensacola,YELLOW,,FL,1996-10-12 19:55:00
Quartz Hill,,CIRCLE,CA,1996-10-12 22:15:00
Camarillo,,LIGHT,CA,1996-10-12 22:30:00
Birmingham,,,AL,1996-11-12 17:15:00
Gulf Breeze,RED ORANGE,FIREBALL,FL,1996-11-12 19:55:00
"I-10, Marker 174",,,NM,1996-12-12 02:06:00
Upland,GREEN,FIREBALL,CA,1996-12-12 05:30:00
Elizabeth,,VARIOUS,NJ,1996-12-12 17:10:00
Fredericksburg,,LIGHT,TX,1996-12-12 18:00:00
Greensboro,,LIGHT,NC,1996-12-13 03:00:00
Simi Valley,,EGG,CA,1996-12-13 15:20:00
Karnak,GREEN,CYLINDER,IL,1996-12-13 20:00:00
Detroit,,,MI,1996-12-13 21:00:00
Stroudsburg,,LIGHT,PA,1996-12-13 23:00:00
Vashon Island,,,WA,1996-12-14 17:15:00
West Covina,,,CA,1996-12-14 18:08:00
Issaquah,,,WA,1996-12-14 20:20:00
Newtown,,TEARDROP,CT,1996-12-15 18:30:00
Bartlett,,OTHER,TN,1996-12-15 23:00:00
Spokane,,DIAMOND,WA,1996-12-16 14:25:00
Everett,GREEN,,WA,1996-12-16 20:10:00
Stevens Pass,ORANGE,,WA,1996-12-16 21:00:00
Bellingham,,EGG,WA,1996-12-17 00:30:00
Morton,,,WA,1996-12-17 01:15:00
Redmond,,,WA,1996-12-17 02:30:00
Hansville,BLUE,,WA,1996-12-17 06:14:00
Bellingham,GREEN,,WA,1996-12-17 06:15:00
Seattle,,,WA,1996-12-17 06:15:00
Tigard,,,OR,1996-12-17 06:15:00
Portland,,,OR,1996-12-17 06:20:00
Seattle,BLUE,,WA,1996-12-17 06:20:00
Sunrise,,SPHERE,FL,1996-12-17 20:00:00
Woodville,,TRIANGLE,TX,1996-12-17 20:17:00
Dana Point,,LIGHT,CA,1996-12-17 21:45:00
Eugene,,LIGHT,OR,1996-12-18 04:30:00
Salinas,GREEN,,CA,1996-12-18 04:45:00
The Woodlands,YELLOW,LIGHT,TX,1996-12-18 22:00:00
Winchester,,TRIANGLE,TN,1996-12-19 16:30:00
Seattle,,,WA,1996-12-19 22:45:00
Centralia,RED,,WA,1996-12-20 03:26:00
New Castle,RED,CYLINDER,PA,1996-12-20 13:00:00
Poulsbo,,,WA,1996-12-21 00:00:00
Reno,,,NV,1996-12-22 01:45:00
Reno,,OTHER,NV,1996-12-22 01:45:00
Parma,,OTHER,OH,1996-12-22 12:30:00
Harrisburg,,TRIANGLE,PA,1996-12-24 10:30:00
Little Rock,,LIGHT,AR,1996-12-24 23:15:00
Fresno,,LIGHT,CA,1996-12-25 02:35:00
Seward,GREEN,LIGHT,AK,1996-12-25 22:00:00
Fontana,,,CA,1996-12-26 22:40:00
Hurst,ORANGE,LIGHT,TX,1996-12-28 01:00:00
Rockford,,TRIANGLE,IL,1996-12-28 01:00:00
Highway 37,,,CA,1996-12-28 20:15:00
Hartsburg,BLUE,,MO,1996-12-29 19:00:00
Bastrop,,LIGHT,LA,1996-12-29 20:00:00
Elkins,,,WV,1996-12-30 02:30:00
Tucson,,DISK,AZ,1996-12-31 18:30:00
Gardner,,CIRCLE,MA,1996-12-31 20:00:00
Tulsa,RED BLUE,CIGAR,OK,1996-12-31 20:00:00
Chilhowie,,CROSS,VA,1997-01-01 00:00:00
Chanute,,CIRCLE,KS,1997-01-01 07:00:00
Jamestown,,VARIOUS,ND,1997-01-01 07:00:00
Arrayo Grande,,OVAL,CA,1997-01-01 13:00:00
Johnston,,RECTANGLE,RI,1997-01-01 15:30:00
Phoenix,,CHEVRON,AZ,1997-01-01 19:30:00
Clatonia,,,NE,1997-01-01 20:30:00
Cayce,,,SC,1997-01-01 21:00:00
Tom Sauk Moutain,,LIGHT,MO,1997-01-01 23:00:00
Austin,,LIGHT,TX,1997-02-01 19:15:00
Long Beach,,LIGHT,WA,1997-03-01 03:00:00
Steinhatchee,RED,CIGAR,FL,1997-04-01 21:00:00
Santa Rosa,,DISK,CA,1997-04-01 21:32:00
Haleiwa,,TRIANGLE,HI,1997-05-01 01:10:00
Amelia,,LIGHT,OH,1997-07-01 00:35:00
Don't Know,,TEARDROP,NV,1997-07-01 21:30:00
Brooklyn,,DISK,CT,1997-08-01 17:20:00
South Attleboro,BLUE,DISK,MA,1997-08-01 17:22:00
Eden,,LIGHT,NY,1997-08-01 19:00:00
Columbus,,TRIANGLE,OH,1997-10-01 22:00:00
St. Cloud,GREEN,PYRAMID,MN,1997-11-01 05:00:00
Carrollton,,CIRCLE,TX,1997-11-01 22:00:00
Billings,RED,LIGHT,MT,1997-12-01 23:00:00
Lombard,,FIREBALL,IL,1997-01-13 17:30:00
McKinlyville,,DISK,CA,1997-01-14 16:00:00
Columbia,,LIGHT,SC,1997-01-15 00:30:00
Mankato,,SPHERE,MN,1997-01-15 01:15:00
Calabash,,OVAL,NC,1997-01-15 04:30:00
Macon,,DISK,GA,1997-01-15 07:00:00
Circleville,,DISK,OH,1997-01-15 11:30:00
Pico Rivera,,OVAL,CA,1997-01-15 15:00:00
Long Beach,,EGG,NY,1997-01-15 17:30:00
Millsboro,,TRIANGLE,DE,1997-01-15 18:00:00
Alturas,,DISK,CA,1997-01-15 18:30:00
Ellensburg,,FIREBALL,WA,1997-01-15 23:00:00
Seguin,,FIREBALL,TX,1997-01-16 06:30:00
Moab,YELLOW GREEN,OTHER,UT,1997-01-16 18:00:00
Babson Park,,DIAMOND,FL,1997-01-18 22:00:00
Las Vegas,,SPHERE,NV,1997-01-18 22:00:00
Blackwell,RED,TRIANGLE,OK,1997-01-21 19:15:00
Altus AFB,,VARIOUS,OK,1997-01-22 03:35:00
North Kingstown,,TRIANGLE,RI,1997-01-23 18:30:00
Alta,,OTHER,UT,1997-01-24 19:00:00
Marion,,TRIANGLE,WI,1997-01-25 21:00:00
Flagstaff,,LIGHT,AZ,1997-01-26 22:00:00
East Greenwich,,DISK,RI,1997-01-29 23:15:00
Alto,,TRIANGLE,MI,1997-01-02 06:35:00
Yucca Valley,,OTHER,CA,1997-01-02 09:30:00
Unincorporated,,RECTANGLE,AZ,1997-01-02 13:00:00
Winter Springs,,CONE,FL,1997-01-02 21:00:00
Elizabeth,,SPHERE,NJ,1997-01-02 23:00:00
Thackery,,,OH,1997-02-02 08:25:00
Virden,,DISK,IL,1997-03-02 20:00:00
Albuquerque,,FLASH,NM,1997-05-02 22:00:00
Grove City,,,PA,1997-06-02 03:15:00
Mesa,,TRIANGLE,AZ,1997-06-02 16:45:00
Mesa,,TRIANGLE,AZ,1997-06-02 16:45:00
Stacy,,,MN,1997-08-02 18:00:00
Seattle,,OVAL,WA,1997-09-02 13:45:00
Los Angeles,,TRIANGLE,CA,1997-10-02 00:10:00
Brentwood,,LIGHT,TN,1997-10-02 18:00:00
Phoenix,,CIGAR,AZ,1997-11-02 11:00:00
San Antonio,,TRIANGLE,TX,1997-12-02 18:20:00
Lakewood,,TEARDROP,CO,1997-02-13 07:00:00
Las Vegas,,FORMATION,NV,1997-02-14 18:00:00
Ormond Beach,,CHEVRON,FL,1997-02-14 20:00:00
La Puente,,OTHER,CA,1997-02-15 03:00:00
North Adams,,DIAMOND,MA,1997-02-15 13:00:00
Prescott Valley,,OTHER,AZ,1997-02-15 20:00:00
Harrisonburg,,FIREBALL,VA,1997-02-15 21:30:00
Hudson,,,WI,1997-02-15 22:30:00
Blairsville,,LIGHT,PA,1997-02-15 23:35:00
Randolph,,CIRCLE,NY,1997-02-16 03:00:00
Pittsburgh,,OTHER,PA,1997-02-17 00:47:00
Waseca,,OTHER,MN,1997-02-17 22:15:00
Guadelupe,,,AZ,1997-02-19 20:15:00
Weston,,OTHER,MO,1997-02-22 14:21:00
Crystal Lake,ORANGE,SPHERE,IL,1997-02-25 02:00:00
Boiling Springs,,,PA,1997-02-25 14:20:00
New Florence,,LIGHT,PA,1997-02-25 20:00:00
Mobile,BLUE,OVAL,AL,1997-02-26 20:00:00
North Beach,,OTHER,MD,1997-02-27 20:00:00
St. David,,OVAL,AZ,1997-02-28 16:00:00
Mesa,YELLOW,TRIANGLE,AZ,1997-02-28 23:00:00
Dorchester,,,MA,1997-01-03 04:00:00
Clinton,,CIRCLE,UT,1997-01-03 05:00:00
Commerce City,,SPHERE,CO,1997-01-03 12:30:00
Riverside,,TRIANGLE,CA,1997-01-03 21:00:00
Louisville,ORANGE,FIREBALL,KY,1997-01-03 21:20:00
Prairie du Sac,,CROSS,WI,1997-02-03 19:00:00
Hemet,,TRIANGLE,CA,1997-02-03 21:00:00
Dublin,,TRIANGLE,OH,1997-03-03 02:00:00
Sullivan,,LIGHT,MO,1997-03-03 18:30:00
Las Vegas,,LIGHT,NV,1997-05-03 00:00:00
Phoenix,,CHEVRON,AZ,1997-05-03 14:00:00
San Francisco,,OVAL,CA,1997-05-03 18:10:00
Rohnert Park,,SPHERE,CA,1997-06-03 01:00:00
Virginia Beach,YELLOW,LIGHT,VA,1997-06-03 22:00:00
Las Vegas,,,NV,1997-06-03 23:00:00
Tacoma,,DISK,WA,1997-07-03 19:00:00
Monrovia,,DISK,CA,1997-07-03 22:00:00
Seattle,BLUE,FLASH,WA,1997-07-03 22:50:00
East Detroit,,DISK,MI,1997-08-03 19:00:00
Arizona,,TRIANGLE,AZ,1997-09-03 01:00:00
Alpharetta,,TRIANGLE,GA,1997-10-03 10:30:00
Virginia Beach,,SPHERE,VA,1997-10-03 12:30:00
New York City,,LIGHT,NY,1997-10-03 19:30:00
Naples,,,FL,1997-10-03 21:00:00
Las Vegas,,LIGHT,NV,1997-10-03 22:00:00
Charleston,,SPHERE,WV,1997-11-03 18:30:00
Holloman AFB,,,NM,1997-12-03 06:30:00
Phoenix,,LIGHT,AZ,1997-12-03 08:00:00
New Orleans,,OTHER,LA,1997-12-03 09:00:00
Norfolk,,CHEVRON,VA,1997-12-03 20:09:00
Terre Haute,,TRIANGLE,IN,1997-12-03 20:30:00
Las Vegas,,CHEVRON,NV,1997-12-03 20:40:00
Glendale,,LIGHT,AZ,1997-12-03 21:50:00
Death Valley,,TRIANGLE,NV,1997-12-03 22:20:00
Brentwood,,FORMATION,CA,1997-12-03 23:00:00
Santa Fe,,OTHER,NM,1997-12-03 23:00:00
Douglas,,TRIANGLE,AZ,1997-03-13 00:00:00
Las Vegas,,,NV,1997-03-13 00:00:00
Phoenix,,OTHER,AZ,1997-03-13 00:00:00
Scottsdale,,TRIANGLE,AZ,1997-03-13 00:00:00
Salt Lake City,,OTHER,UT,1997-03-13 05:30:00
Casa Grande,,CIRCLE,AZ,1997-03-13 08:00:00
Newfoundland,,OVAL,NJ,1997-03-13 10:30:00
Seattle,,SPHERE,WA,1997-03-13 13:30:00
Lubbock,,TRIANGLE,TX,1997-03-13 17:00:00
Prescott,,FORMATION,AZ,1997-03-13 18:00:00
New Braunfels,,TRIANGLE,TX,1997-03-13 18:30:00
Phoenix,,CHEVRON,AZ,1997-03-13 18:40:00
Phoenix,,TRIANGLE,AZ,1997-03-13 19:00:00
Scottsdale,,TRIANGLE,AZ,1997-03-13 19:00:00
Gila Bend,ORANGE,LIGHT,AZ,1997-03-13 19:45:00
Stanfield,,TRIANGLE,AZ,1997-03-13 19:45:00
East Mesa,,LIGHT,AZ,1997-03-13 20:00:00
Glendale,,DIAMOND,AZ,1997-03-13 20:00:00
Kingman,ORANGE,FORMATION,AZ,1997-03-13 20:00:00
Phoenix,,CHEVRON,AZ,1997-03-13 20:00:00
Phoenix,,CHEVRON,AZ,1997-03-13 20:00:00
Phoenix,,CIRCLE,AZ,1997-03-13 20:00:00
Phoenix,,OTHER,AZ,1997-03-13 20:00:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:00:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:00:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:00:00
Phoenix,,,AZ,1997-03-13 20:05:00
Tempe,,OTHER,AZ,1997-03-13 20:10:00
Prescott,RED,FORMATION,AZ,1997-03-13 20:12:00
Black Canyon City,,CHEVRON,AZ,1997-03-13 20:15:00
Phoenix,,LIGHT,AZ,1997-03-13 20:15:00
Phoenix,ORANGE,LIGHT,AZ,1997-03-13 20:15:00
Phoenix,RED,TRIANGLE,AZ,1997-03-13 20:15:00
Prescott,,FORMATION,AZ,1997-03-13 20:15:00
Prescott,YELLOW,FORMATION,AZ,1997-03-13 20:15:00
Scottsdale,,TRIANGLE,AZ,1997-03-13 20:15:00
Northwest Tempe,RED,FORMATION,AZ,1997-03-13 20:20:00
Phoenix,,,AZ,1997-03-13 20:20:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:20:00
Buckeye,,SPHERE,AZ,1997-03-13 20:25:00
Glendale,,,AZ,1997-03-13 20:25:00
Cass City,,TRIANGLE,MI,1997-03-13 20:30:00
Chandler,,,AZ,1997-03-13 20:30:00
Chandler,,TRIANGLE,AZ,1997-03-13 20:30:00
Chino Valley,,FORMATION,AZ,1997-03-13 20:30:00
Gila Bend,,CHEVRON,AZ,1997-03-13 20:30:00
Goodyear,,,AZ,1997-03-13 20:30:00
Mt. Springs,,OTHER,TX,1997-03-13 20:30:00
Phoenix,,,AZ,1997-03-13 20:30:00
Phoenix,,CHEVRON,AZ,1997-03-13 20:30:00
Phoenix,ORANGE,FORMATION,AZ,1997-03-13 20:30:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:30:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:30:00
Tempe,,FORMATION,AZ,1997-03-13 20:30:00
Tempe,,LIGHT,AZ,1997-03-13 20:30:00
Libby,,LIGHT,MT,1997-03-13 20:35:00
Mesa,,TRIANGLE,AZ,1997-03-13 20:40:00
Phoenix,,FORMATION,AZ,1997-03-13 20:40:00
Phoenix,,TRIANGLE,AZ,1997-03-13 20:45:00
Henderson,,FORMATION,NV,1997-03-13 21:00:00
Phoenix,,,AZ,1997-03-13 21:00:00
Phoenix,,CHEVRON,AZ,1997-03-13 21:00:00
Phoenix,,DIAMOND,AZ,1997-03-13 21:00:00
Phoenix,,OTHER,AZ,1997-03-13 21:00:00
Phoenix,,TRIANGLE,AZ,1997-03-13 21:00:00
Prescott,,FORMATION,AZ,1997-03-13 21:00:00
Phoenix,,RECTANGLE,AZ,1997-03-13 21:15:00
Monterey,,SPHERE,CA,1997-03-13 21:30:00
Sciotoville,,FORMATION,OH,1997-03-13 21:30:00
Casa Grande,,FORMATION,AZ,1997-03-13 22:00:00
Dateland,,CIRCLE,AZ,1997-03-13 22:00:00
Glendale,,FIREBALL,AZ,1997-03-13 22:00:00
Phoenix,,OTHER,AZ,1997-03-13 22:00:00
Tucson,,LIGHT,AZ,1997-03-13 22:00:00
Phoenix,,,AZ,1997-03-13 22:05:00
Fresno,,FORMATION,CA,1997-03-13 23:00:00
Dunnellon,,LIGHT,FL,1997-03-14 01:35:00
Sahuarita,,TRIANGLE,AZ,1997-03-14 19:00:00
Tonopah,,SPHERE,AZ,1997-03-14 20:00:00
Los Angeles,,TRIANGLE,CA,1997-03-14 21:00:00
Colorado Springs,,TRIANGLE,CO,1997-03-14 22:30:00
New York City,,OVAL,NY,1997-03-14 23:59:00
Kalamazoo,RED,FLASH,MI,1997-03-15 01:00:00
San Tan Valley,,LIGHT,AZ,1997-03-15 01:00:00
Woodinville,RED,TRIANGLE,WA,1997-03-15 02:00:00
Buena Vista,,OVAL,CO,1997-03-15 10:30:00
Miami,,LIGHT,FL,1997-03-15 18:00:00
Bossier Parish,,RECTANGLE,LA,1997-03-15 19:00:00
Fort Hood,,SPHERE,TX,1997-03-15 21:00:00
San Diego,,DISK,CA,1997-03-15 21:00:00
Iron River,,LIGHT,MI,1997-03-15 21:30:00
Oakton,,DELTA,VA,1997-03-15 23:55:00
Yuma,,TRIANGLE,AZ,1997-03-16 11:30:00
Osterville,,SPHERE,MA,1997-03-16 17:39:00
Mountain View,,SPHERE,CA,1997-03-16 18:48:00
Salton Sea,RED,OTHER,CA,1997-03-16 20:30:00
Maricopa,ORANGE,LIGHT,AZ,1997-03-16 21:00:00
Lincoln City,,TRIANGLE,OR,1997-03-17 09:00:00
Aquaduct,,TRIANGLE,CA,1997-03-17 10:00:00
Wickenburg,,LIGHT,AZ,1997-03-17 20:00:00
Mesa,,CHEVRON,AZ,1997-03-17 20:35:00
San Diego,,CIRCLE,CA,1997-03-17 21:00:00
Tucson,ORANGE,TRIANGLE,AZ,1997-03-17 21:00:00
Cleveland,ORANGE,CIGAR,TX,1997-03-19 20:45:00
Phoenix,,OTHER,AZ,1997-03-20 00:00:00
Santa Fe,,TRIANGLE,NM,1997-03-20 13:00:00
Whitefish,,LIGHT,MT,1997-03-20 20:25:00
Yucaipa,ORANGE,FIREBALL,CA,1997-03-21 21:00:00
Scottsdale,,CIRCLE,AZ,1997-03-22 16:00:00
McDonough,,LIGHT,GA,1997-03-22 20:00:00
Bakersfield,YELLOW,LIGHT,CA,1997-03-22 20:32:00
Lake Geneva,,LIGHT,WI,1997-03-22 21:00:00
Unadilla,,LIGHT,NY,1997-03-22 21:30:00
Stevens Point,ORANGE,CRESCENT,WI,1997-03-22 22:30:00
Albuquerque,,OTHER,NM,1997-03-23 16:30:00
Tigard,,DIAMOND,OR,1997-03-23 19:37:00
Nederland,,OTHER,CO,1997-03-23 20:30:00
Nederland,,OTHER,CO,1997-03-23 21:45:00
Manassas,,FORMATION,VA,1997-03-24 23:40:00
Stockton,RED,DIAMOND,CA,1997-03-25 20:32:00
Owings Mills,,LIGHT,MD,1997-03-26 22:10:00
Huron,,CIRCLE,OH,1997-03-26 22:30:00
Winslow,,TRIANGLE,AZ,1997-03-26 22:30:00
Ann Arbor,RED,LIGHT,MI,1997-03-27 01:00:00
Williston,,SPHERE,FL,1997-03-27 01:03:00
Sun Prairie,BLUE,,WI,1997-03-27 16:00:00
Carlisle,,FORMATION,PA,1997-03-27 20:10:00
Carlisle,,FORMATION,PA,1997-03-27 20:10:00
Springfield,,DISK,MO,1997-03-27 20:40:00
Palm Springs,,LIGHT,CA,1997-03-27 21:00:00
Yuma,,SPHERE,AZ,1997-03-27 22:00:00
Toledo,RED GREEN,CIRCLE,OH,1997-03-27 22:30:00
Carmichaels,,DISK,PA,1997-03-28 16:00:00
Houston,,SPHERE,TX,1997-03-28 22:00:00
Phoenix City,,,AL,1997-03-29 20:00:00
Cobleskill,ORANGE,LIGHT,NY,1997-03-30 00:45:00
Shallotte,ORANGE,FORMATION,NC,1997-03-30 20:30:00
Juneau,ORANGE GREEN,LIGHT,AK,1997-03-31 21:00:00
Gardena,,OTHER,CA,1997-01-04 00:00:00
Foster,,CIGAR,VA,1997-01-04 01:00:00
Houston,ORANGE,OTHER,TX,1997-01-04 04:00:00
Round Rock,,TRIANGLE,TX,1997-01-04 10:00:00
Monument Valley,,LIGHT,UT,1997-01-04 18:30:00
Homestead,,,FL,1997-01-04 21:00:00
Santa Fe,,,NM,1997-01-04 22:00:00
Sedona,RED,SPHERE,AZ,1997-01-04 22:00:00
Brush Creek,,,TN,1997-01-04 23:05:00
Lebanon,RED,SPHERE,MO,1997-02-04 20:15:00
Port Wentworth,,OTHER,GA,1997-03-04 01:35:00
Seattle,,OTHER,WA,1997-03-04 17:30:00
Gaston,YELLOW GREEN,,OR,1997-03-04 19:50:00
Kosciusko,,LIGHT,MS,1997-03-04 21:00:00
Phoenix,,OVAL,AZ,1997-03-04 21:00:00
Atlanta,,SPHERE,GA,1997-04-04 02:15:00
Winsted,,,CT,1997-04-04 20:30:00
Palm Springs,,OVAL,CA,1997-05-04 01:00:00
Fairhope,,CIRCLE,AL,1997-05-04 14:00:00
Fairhope,,OTHER,AL,1997-05-04 14:00:00
Randle,,LIGHT,WA,1997-05-04 19:50:00
Colorado Springs,,CYLINDER,CO,1997-07-04 05:30:00
Milwaukee,,OTHER,WI,1997-07-04 14:00:00
Austin,,TRIANGLE,TX,1997-07-04 17:00:00
Hastings On Hudson,,TRIANGLE,NY,1997-07-04 21:07:00
Sonoma,,CHEVRON,CA,1997-08-04 19:45:00
Las Vegas,,RECTANGLE,NV,1997-08-04 20:00:00
Little Rock,,DISK,AR,1997-10-04 00:30:00
Tompson,,LIGHT,GA,1997-10-04 01:30:00
Houma,,CIRCLE,LA,1997-11-04 21:15:00
Monrovia,,FORMATION,CA,1997-12-04 23:15:00
San Diego,,LIGHT,CA,1997-04-13 19:07:00
Edison,,TRIANGLE,NJ,1997-04-14 02:15:00
Big Bear City,,OVAL,CA,1997-04-14 18:00:00
Howard,,,SD,1997-04-15 00:00:00
White Mountains,,OTHER,AZ,1997-04-15 01:00:00
Fullerton,,VARIOUS,CA,1997-04-15 01:30:00
Fort Pierce,,FIREBALL,FL,1997-04-15 02:30:00
Plainwell,,DIAMOND,MI,1997-04-15 02:30:00
Atwater,,,CA,1997-04-15 05:40:00
Hawthorne,,LIGHT,CA,1997-04-15 10:00:00
South Point,,EGG,OH,1997-04-15 13:00:00
Charlotte,,,NC,1997-04-15 22:00:00
Lincoln,,SPHERE,NE,1997-04-15 22:00:00
Bakersfield,YELLOW,LIGHT,CA,1997-04-15 22:30:00
Harrisburg,,FORMATION,PA,1997-04-15 22:30:00
Coolidge,,LIGHT,AZ,1997-04-15 22:45:00
Aurora,,CIGAR,TX,1997-04-17 06:00:00
Okanogan,,,WA,1997-04-17 17:30:00
West Memphis,,LIGHT,AR,1997-04-17 20:23:00
Bismarck,,LIGHT,AR,1997-04-17 22:45:00
Lake DeGray,ORANGE,FIREBALL,AR,1997-04-17 22:45:00
Hartford,ORANGE,,SD,1997-04-18 04:20:00
Dallas,,DIAMOND,TX,1997-04-18 07:05:00
Cleveland,,TRIANGLE,OH,1997-04-18 20:40:00
Tampa,,TRIANGLE,FL,1997-04-18 23:59:00
Reno,,OTHER,NV,1997-04-19 01:30:00
Suisun,,CIRCLE,CA,1997-04-19 22:00:00
Carlinville,,OTHER,IL,1997-04-20 02:00:00
Reno,,,NV,1997-04-20 04:00:00
Greentown,,FORMATION,IN,1997-04-20 04:28:00
Billings,,LIGHT,MT,1997-04-20 19:00:00
Lakewood,,,WA,1997-04-20 20:05:00
Las Vegas,,LIGHT,NV,1997-04-20 23:00:00
La Conner,,,WA,1997-04-21 20:40:00
Stanwood,,,WA,1997-04-21 20:40:00
Los Angeles,,,CA,1997-04-21 21:20:00
Worcester,,EGG,MA,1997-04-22 00:34:00
Spokane,RED,LIGHT,WA,1997-04-22 01:00:00
Seattle,,,WA,1997-04-23 00:05:00
Guntersville,,OVAL,AL,1997-04-23 18:00:00
Houston,RED,TRIANGLE,TX,1997-04-23 19:30:00
Orlando,,LIGHT,FL,1997-04-23 21:00:00
Clarion,,LIGHT,PA,1997-04-24 01:00:00
Coos Bay,,SPHERE,OR,1997-04-24 21:30:00
New Brighton,,TRIANGLE,MN,1997-04-24 21:45:00
Depoe Bay,,,OR,1997-04-24 23:00:00
New York City,,OTHER,NY,1997-04-25 00:00:00
Delray Beach,RED,LIGHT,FL,1997-04-25 01:45:00
San-Carlos mountains,,LIGHT,AZ,1997-04-27 01:00:00
Williamston,,TRIANGLE,SC,1997-04-28 00:25:00
Houston,,LIGHT,TX,1997-04-28 22:00:00
Fresh Pond,GREEN,FORMATION,CA,1997-04-29 17:00:00
Twelve Mile,,DISK,IN,1997-04-30 21:00:00
Columbia,,LIGHT,MO,1997-04-30 23:00:00
Westboro,,OTHER,MA,1997-04-30 23:30:00
Maysville,,DISK,KY,1997-01-05 14:00:00
Cedar Rapids,BLUE,TRIANGLE,IA,1997-01-05 22:00:00
St. Petersburg,,TRIANGLE,FL,1997-01-05 22:00:00
State College,,FLASH,PA,1997-01-05 22:00:00
Syracuse,,,NY,1997-01-05 23:00:00
Oceanside,ORANGE,OTHER,CA,1997-02-05 22:00:00
Oceanside,ORANGE,OTHER,CA,1997-02-05 22:05:00
Lincoln City,YELLOW,LIGHT,OR,1997-02-05 22:45:00
Freeport,,TRIANGLE,IL,1997-03-05 21:00:00
Stafford,,OTHER,TX,1997-03-05 21:03:00
Freeport,,TRIANGLE,IL,1997-03-05 23:30:00
Newport Beach,,TRIANGLE,CA,1997-04-05 22:20:00
Norton,,TRIANGLE,KS,1997-05-05 01:00:00
West Chester,,EGG,PA,1997-05-05 12:15:00
Austin,,LIGHT,TX,1997-05-05 19:00:00
Bee Caves,RED BLUE,OTHER,TX,1997-05-05 19:00:00
Turlock,,LIGHT,CA,1997-05-05 19:45:00
Round Rock,,RECTANGLE,TX,1997-05-05 20:30:00
Seattle,,DISK,WA,1997-06-05 17:25:00
Santa Monica,,DISK,CA,1997-07-05 01:00:00
Corapeake,,FLASH,NC,1997-07-05 20:00:00
Sylmar,,OTHER,CA,1997-08-05 01:30:00
Citrus Heights,,OTHER,CA,1997-08-05 05:15:00
Auburn,,TRIANGLE,WA,1997-08-05 22:00:00
Las Vegas,ORANGE,LIGHT,NV,1997-09-05 21:00:00
Phoenix,,LIGHT,AZ,1997-09-05 21:50:00
Austin,,FLASH,TX,1997-10-05 00:00:00
Provo,YELLOW,LIGHT,UT,1997-10-05 00:25:00
Neoga,RED,TRIANGLE,IL,1997-10-05 04:10:00
Lawton,,,MI,1997-10-05 05:30:00
Southside,,OTHER,AL,1997-10-05 21:00:00
Sedona,,LIGHT,AZ,1997-10-05 21:50:00
Los Padres National Forest,,OTHER,CA,1997-10-05 22:45:00
Azle,BLUE,CIRCLE,TX,1997-10-05 23:00:00
Winthrop,,OTHER,WA,1997-10-05 23:59:00
Porter,RED,OTHER,TX,1997-11-05 12:00:00
College,,CIGAR,UT,1997-11-05 13:56:00
